sentence,label,clean_text,sentiment
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,1,pharmaceutical spain brand new market analysis give clear overview actual situation future outlook pharmaceutical market spain,Neutral
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",1,product coverage baked good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution data,Neutral
"Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .",1,pulkovo park ready first stage sq finished first quarter,Neutral
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,1,quality charger chargz brand sold selected retail store sale location world wide,Neutral
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",1,rapala vmc corporation rapala leading fishing tackle sporting good manufacturer distributor main owner peltonen shareholding,Neutral
"Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .",1,remote phone management demonstrates sysopen digia unique end end offering operator handset manufacturer enterprise customer,Neutral
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",2,renzo piano building design wonderful addition london skyline say noud veeger evp area director central north europe kone,Positive
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",1,reporting accordance merged business operation start january,Neutral
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1,rushydro agreement transfer stake oesk five ercs trust management inter rao,Neutral
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,1,russia want utilise huge forest reserve different way done far,Neutral
Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,1,ruukki restructuring commercial industrial construction operation pursuit permanent improvement whilst adjusting operation market condition,Neutral
s already good position in the technical building services market in Ostrobothnia .,1,already good position technical building service market ostrobothnia,Neutral
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",1,group loyal customer magazine yhteishyv came second reader sanoma corporation daily newspaper helsingin sanomat third reader,Neutral
